muscle,exercise,equipment,difficulty,link,image1,image2,video1,video2,step
Quads,Goblet Bulgarian Split Squat,Dumbbells, Advanced ,https://musclewiki.com/Dumbbells/Male/Quads/Goblet-Bulgarian-Split-Squat,https://www.musclewiki.com/media/uploads/male-dumbbell-goblet-bulgarian-split-squat-side.gif,https://www.musclewiki.com/media/uploads/male-dumbbell-goblet-bulgarian-split-squat-front.gif,https://youtu.be/AIurqaldK0A,https://youtu.be/hqm4c0zkuD8,"1. 덤벨을 고블릿 스쿼트에 잡고 발을 벤치 나 상자에 놓습니다.
2. 엉덩이와 무릎을 깰 수 있습니다.햄스트링이 땅과 평행 한 지점으로 가십시오.또는 등 무릎이 바닥을 두드릴 때까지.
3. 등을 평평하게 유지하고 팔꿈치를 주먹 아래 바로 아래로 유지하십시오."
Quads,DB Glute Bridge,Dumbbells, Beginner ,https://musclewiki.com/Dumbbells/Male/Quads/DB-Glute-Bridge,https://www.musclewiki.com/media/uploads/male-dumbbell-glute-bridge-side.gif,https://www.musclewiki.com/media/uploads/male-dumbbell-glute-bridge-front.gif,https://youtu.be/aV4Kje5Bv-0,https://youtu.be/cKPrxwAS3aU,"1. 양 발을 심고 땅에 평평하게 놓으십시오.발 뒤꿈치를 바닥에 붙이십시오.
2. 아령을 엉덩이에 놓습니다.둔부가 계약을 느낄 때까지 엉덩이를 천장으로 밀어 넣으십시오.
3. 그런 다음 바닥으로 돌아갑니다."
Quads,Barbell Bulgarian Split Squat,Barbell, Advanced ,https://musclewiki.com/Barbell/Male/Quads/Barbell-Bulgarian-Split-Squat,https://www.musclewiki.com/media/uploads/male-barbell-bulgarian-split-squat-side_ZYzyhEn.gif,https://www.musclewiki.com/media/uploads/male-barbell-bulgarian-split-squat-front_PzOpslJ.gif,https://youtu.be/qdzgByB7Te8,https://youtu.be/TSSiu0fSJgE,"1. 무릎 높이 또는 몇 인치 낮은 상자 나 벤치를 찾으십시오.(상자가 낮을수록 이동성 요구 사항이 낮습니다).
2. 발가락이나 발 상단을 상자에 놓을 수 있습니다.앞발을 앞으로 또는 약간 바깥쪽으로 향하게하고 무릎과 엉덩이를 동시에 부러 뜨립니다.
3. 앞다리가 평행 깊이 (지면과 평행 한 햄스트링)를 누르도록 목표로합니다.
4. 앞발을 더 앞쪽으로 앞쪽으로, 움직임 범위가 엉덩이에 더 길어집니다.앞발이 더 많이 뒤로 물리면 무릎의 롬이 길어집니다."
Quads,Front Squat Olympic,Barbell, Advanced ,https://musclewiki.com/Barbell/Male/Quads/Front-Squat-Olympic,https://www.musclewiki.com/media/uploads/male-barbell-front-squat-olympic-side_5Awe0Dt.gif,https://www.musclewiki.com/media/uploads/male-barbell-front-squat-olympic-front_f5DAl1E.gif,https://youtu.be/7kgpPaxVOtE,https://youtu.be/wvnh-DqB41o,"1. 막대의 표시로 손을 측정하여 심지어 짝수를 확인하십시오.그런 다음 팔꿈치를 막대 아래에 던지십시오.
2. 막대는 어깨에 너무 높게 설정되어 있어야 목에 약간 파헤칩니다.전체 담당자를 위해 팔꿈치를 천장까지 밀어 넣으십시오.당신이 너무 앞으로 나아 가지 않도록하기 위해.
3. 뒷면 또는 잔 스쿼트에 사용할 쪼그리고 앉는 자세를 사용하십시오.엉덩이를 뒤로 밀어 스쿼트를 시작하십시오.평행 깊이에 닿을 때까지 무릎을 깰 수 있습니다.
4. 서있는 위치로 다시 쪼그리고 앉습니다."
Quads,Front Squat Bodybuilding,Barbell, Advanced ,https://musclewiki.com/Barbell/Male/Quads/Front-Squat-Bodybuilding,https://www.musclewiki.com/media/uploads/male-barbell-front-squat-bodybuilding-side_15O3q6K.gif,https://www.musclewiki.com/media/uploads/male-barbell-front-squat-bodybuilding-front_EJTjKlp.gif,https://youtu.be/cbE2Qm7a6NU,https://youtu.be/tj5rYWVvaEw,"1. 바로 어깨를 측정하여 심지어 짝수를 확인하십시오.바로 어깨를 던지십시오.막대가 목에 약간 파고 있어야합니다.
2. 팔꿈치를 전체 담당자의 천장까지 밀어 넣으십시오.당신이 너무 앞으로 나아 가지 않도록하기 위해.
3. 뒷면 또는 잔 스쿼트에 사용할 쪼그리고 앉는 자세를 사용하십시오.엉덩이를 뒤로 밀어 스쿼트를 시작하십시오.평행 깊이에 닿을 때까지 무릎을 깰 수 있습니다.
4. 서있는 위치로 다시 쪼그리고 앉습니다."
Quads,Barbell Sumo Deadlift,Barbell, Intermediate ,https://musclewiki.com/Barbell/Male/Quads/Barbell-Sumo-Deadlift,https://www.musclewiki.com/media/uploads/male-barbell-sumo-deadlift-side_av3A2PM.gif,https://www.musclewiki.com/media/uploads/male-barbell-sumo-deadlift-front_aeM2BqT.gif,https://youtu.be/pcu3TJNP7tE,https://youtu.be/6vBHlIcyeoI,"1. 자세 너비는 Sumo DL에 따라 다를 수 있습니다.일부는 접시 근처의 발가락을 선호합니다.다른 사람들은 바닥에서 더 많은 운전을하기 위해 더 좁은 자세를 선호합니다.
2. 팔이 다리 안에 있는지 확인하십시오.바는 1 피트 중반에 있어야합니다.등을 평평하게하고 발 뒤꿈치를 바닥에 밀어 넣으십시오.
3. 무릎과 엉덩이를 동시에 뻗어보십시오."
Quads,High Bar Squat,Barbell, Beginner ,https://musclewiki.com/Barbell/Male/Quads/High-Bar-Squat,https://www.musclewiki.com/media/uploads/male-barbell-highbar-squat-side.gif,https://www.musclewiki.com/media/uploads/male-barbell-higbar-squat-front.gif,https://youtu.be/xoeYM1y7FSc,https://youtu.be/-EUK9rPkklY,"1. 막대를 트랩 위에 놓습니다.
2. 엉덩이를 뒤로 밀고 무릎을 부수십시오.팔꿈치를 앞으로 밀어서 너무 멀리 걸리지 않도록하십시오.
3. 햄스트링을 바닥과 평행하게하는 것을 목표로합니다.
4. 발 뒤꿈치를 바닥에 밀고 서있는 위치로 쪼그리고 앉으십시오."
Quads,Low Bar Squat,Barbell, Advanced ,https://musclewiki.com/Barbell/Male/Quads/Low-Bar-Squat,https://www.musclewiki.com/media/uploads/male-barbell-lowbar-squat-side.gif,https://www.musclewiki.com/media/uploads/male-barbell-lowbar-squat-front.gif,https://youtu.be/mqIa-SsIYH8,https://youtu.be/K5pa54G0xPE,"1. 어깨 뼈를 정말 세게 잡아 당기고 뒤쪽 델트에 막대를 놓습니다.
2. 엉덩이를 뒤로 밀고 무릎을 꿇고 쪼그리고 앉으십시오.
3. 햄스트링을 땅과 평행하게하는 것을 목표로합니다.발 뒤꿈치를 바닥에 밀고 서있는 위치로 뒤로 젖 힙니다."
Quads,Dumbbell Bulgarian Split Squat,Dumbbells, Advanced ,https://musclewiki.com/Dumbbells/Male/Quads/Dumbbell-Bulgarian-Split-Squat,https://www.musclewiki.com/media/uploads/male-dumbbell-bulgarian-split-squat-side.gif,https://www.musclewiki.com/media/uploads/male-dumbbell-bulgarian-split-squat-front.gif,https://youtu.be/ruay3opK2mE,https://youtu.be/SzyQrILdzbw,"1. 무릎 높이 또는 몇 인치 낮은 상자 나 벤치를 찾으십시오.(상자가 낮을수록 이동성 요구 사항이 낮습니다).
2. 발가락이나 발 상단을 상자에 놓을 수 있습니다.앞발을 앞으로 또는 약간 바깥쪽으로 향하게하고 무릎과 엉덩이를 동시에 부러 뜨립니다.
3. 앞다리가 평행 깊이 (지면과 평행 한 햄스트링)를 누르도록 목표로합니다.
4. 앞발을 더 앞쪽으로 앞쪽으로, 움직임 범위가 엉덩이에 더 길어집니다.앞발이 더 많이 뒤로 물리면 무릎의 롬이 길어집니다."
Traps,Seated DB Shrugs,Dumbbells, Beginner ,https://musclewiki.com/Dumbbells/Male/Traps/Seated-DB-Shrugs,https://www.musclewiki.com/media/uploads/male-dumbbell-seated-shrugs-front.gif,https://www.musclewiki.com/media/uploads/male-dumbbell-seated-shrugs-side.gif,https://www.youtube.com/watch?v=tF2jihIdLDc%7C,https://www.youtube.com/watch?v=jEAW34IEWIM%7C,"1. 양손에 아령, 손바닥이 몸을 향하고 똑바로 똑바로 벤치에 앉으십시오.
2. 어깨를 높이고 움직임의 정점에서 계약 된 위치를 유지하십시오.
3. 어깨를 천천히 시작 위치로 다시 내립니다."
Traps,Standing Smith Machine Shrugs,Machine, Beginner ,https://musclewiki.com/Machine/Male/Traps/Standing-Smith-Machine-Shrugs,https://www.musclewiki.com/media/uploads/male-barbell-standing-smith-machine-shrugs-front.gif,no data,https://www.youtube.com/watch?v=137KPCKrG88%7C,no data,"1. 팔을 낮은 런그에 놓으면 팔이 완전히 뻗어 있고 등이 똑바로되도록하십시오.
2. 어깨 너비를 잡고 어깨로 막대를 올리고 계약 된 위치에서 일시 중지하십시오.
3. 막대를 다시 시작 위치로 낮추십시오."
Traps,Kettlebell Shrug,Kettlebells, Beginner ,https://musclewiki.com/Kettlebells/Male/Traps/Kettlebell-Shrug,https://www.musclewiki.com/media/uploads/kettlebell-male-shrug-side.gif,https://www.musclewiki.com/media/uploads/kettlebell-male-shrug-front.gif,https://youtu.be/0cZV2Xkd_xs,https://youtu.be/AcNFS2yHlvs,"1. 어깨 너비를 발로 똑바로 서십시오.
2. 골반 앞에 케틀벨을 양손 앞에 잡고 어깨 날을 함께 만지려고하는 것처럼 어깨 날을 맞이하십시오.
3. 어깨를 으 and하고 반복하십시오"
Traps,Kettlebell Upright Row,Kettlebells, Beginner ,https://musclewiki.com/Kettlebells/Male/Traps/Kettlebell-Upright-Row,https://www.musclewiki.com/media/uploads/kettlebell-male-uprightrow-side.gif,https://www.musclewiki.com/media/uploads/kettlebell-male-uprightrow-front.gif,https://youtu.be/XzCNy_0VMMo,https://youtu.be/Xd-O1lQ_dcE,"1. 발을 어깨 너비와 함께 허벅지 앞쪽에 양손으로 잡고있는 것입니다.
2. 엉덩이를 앞으로 구부려 케틀벨을 바닥으로 가져 오는 동안 무릎을 약간 구부리고 등을 똑바로 유지하십시오.
3. 케틀벨을 가슴쪽으로 위로 들어 올리고 반복하십시오."
Traps,Kettlebell Silverback Shrug,Kettlebells, Intermediate ,https://musclewiki.com/Kettlebells/Male/Traps/Kettlebell-Silverback-Shrug,https://www.musclewiki.com/media/uploads/kettlebell-male-silverbackshrug-side.gif,https://www.musclewiki.com/media/uploads/kettlebell-male-silverbackshrug-front.gif,https://youtu.be/U6KTXkDxEQU,https://youtu.be/Y6Qx_e7IZ7g,"1. 발을 어깨 너비와 함께 허벅지 앞쪽에 양손으로 잡고있는 것입니다.
2. 엉덩이를 앞으로 구부려 케틀벨을 바닥으로 가져 오는 동안 무릎을 약간 구부리고 등을 똑바로 유지하십시오.
3. 케틀벨을 양손으로 잡는 것은 마치 마치 마치 마치 마치 어깨 날을 맞추려고합니다.어깨를 으 ward."
Traps,Incline Shrug,Kettlebells, Intermediate ,https://musclewiki.com/Kettlebells/Male/Traps/Incline-Shrug,https://www.musclewiki.com/media/uploads/kettlebell-male-inclineshrugs-side.gif,https://www.musclewiki.com/media/uploads/kettlebell-male-inclineshrugs-front.gif,https://youtu.be/nnb2Lvrqdsc,https://youtu.be/S45vwb81lpM,"1. 벤치의 뒷 부분을 가로 질러 발을 바닥에 단단히 고정하고 팔이 측면에 매달려 있습니다.
2. 케틀벨을 양손으로 잡는 것은 마치 마치 마치 마치 마치 어깨 날을 맞추려고합니다.어깨를 으 ward."
Traps,Traps Stretch Variation Three,Stretches, Beginner ,https://musclewiki.com/Stretches/Male/Traps/Traps-Stretch-Variation-Three,https://www.musclewiki.com/media/uploads/male-strech-38-front_AXFOqL0.gif,https://www.musclewiki.com/media/uploads/male-strech-38-side_sYkX9LB.gif,https://youtu.be/dNJo39Dd8xs,https://youtu.be/EVV4GZskVUU,"1. 발을 어깨 너비로 똑바로 세우십시오.
2. 머리를 앞으로 고개를 끄덕이며 턱을 가슴에 가져옵니다.
3. 당신은 당신의 목을 가로 질러 스트레칭을 느낄 것입니다."
Traps,Traps Stretch Variation Two,Stretches, Beginner ,https://musclewiki.com/Stretches/Male/Traps/Traps-Stretch-Variation-Two,https://www.musclewiki.com/media/uploads/male-strech-39-front_xwy5Hbe.gif,https://www.musclewiki.com/media/uploads/male-strech-39-side_MFXr4Iy.gif,https://youtu.be/mUQu23oL6ew,https://youtu.be/WLZskJbbY60,"1. 가슴을 앞으로 향하게하고 머리를 왼쪽으로 90도 돌리십시오.그런 다음 중앙 지점으로 돌아갑니다.
2. 발을 어깨 너비로 똑바로 세우십시오.
3. 반복하여 머리를 다른 방향으로 돌리십시오."
Traps,Traps Stretch Variation One,Stretches, Beginner ,https://musclewiki.com/Stretches/Male/Traps/Traps-Stretch-Variation-One,https://www.musclewiki.com/media/uploads/male-strech-40-front.gif,https://www.musclewiki.com/media/uploads/male-strech-40-side.gif,https://youtu.be/A9-OQjF3KwY,https://youtu.be/GNj84wU-Pdc,"1. 발을 어깨 너비로 똑바로 세우십시오.
2. 왼손을 머리에 놓고 머리를 부드럽게 왼쪽 어깨쪽으로 당기십시오.그런 다음 중앙 지점으로 돌아갑니다.
3. 오른손을 오른쪽 어깨쪽으로 당기고 반복하십시오."
Traps,Elevated Pike Shoulder Shrug,Bodyweight, Beginner ,https://musclewiki.com/Bodyweight/Male/Traps/Elevated-Pike-Shoulder-Shrug,https://www.musclewiki.com/media/uploads/bodyweight-male-pikeshrug-front-.gif,https://www.musclewiki.com/media/uploads/bodyweight-male-pikeshrug-side-.gif,https://youtu.be/cCAJ4yTOUok,https://youtu.be/q6F_ZyRt7fk,"1. 벤치 나 의자와 같은 물체를 사용하여 발을 높이십시오.
2. 팔꿈치를 잠글 때까지 천천히 몸을 낮추십시오 (견갑골) (이것은 핵심입니다)
3. 천천히 몸을 시작 위치로 다시 올립니다."
Traps,Elevated Pike Press,Bodyweight, Intermediate ,https://musclewiki.com/Bodyweight/Male/Traps/Elevated-Pike-Press,https://www.musclewiki.com/media/uploads/bodyweight-male-pikepushup-front.gif,https://www.musclewiki.com/media/uploads/bodyweight-male-pikepushup-side.gif,https://youtu.be/xxWbfDg9oS0,https://youtu.be/0_STj-ThhUw,"1. 벤치 나 물체를 사용하여 발을 높이십시오.
2. 팔꿈치를 구부려 머리를 바닥쪽으로 내립니다.
3. 손을 뚫고 시작 파이크 위치로 돌아갑니다.
4. 반복하십시오"
Traps,Barbell Silverback Shrug,Barbell, Intermediate ,https://musclewiki.com/Barbell/Male/Traps/Barbell-Silverback-Shrug,https://www.musclewiki.com/media/uploads/barbell-male-silverbackshrug-side.gif,https://www.musclewiki.com/media/uploads/barbell-male-silverbackshrug-front.gif,https://youtu.be/JN98f76mS5s,https://youtu.be/3ZUh-GiRDjM,"1. 발을 어깨 너비를 지나서 바벨을 잡고 어깨 너비와 함께 두 손을 잡고 어깨 너비를지나갑니다.
2. 무릎에 약간의 구부러져 엉덩이를 앞으로 구부려 등을 똑바로 유지하십시오.
3. 어깨 날을 함께 만지려고하는 것처럼 어깨 뼈를 참여시킵니다.
4. 어깨를 으 and합니다."
Traps,Upright Row,Cables, Advanced ,https://musclewiki.com/Cables/Male/Traps/Upright-Row,https://www.musclewiki.com/media/uploads/cable-male-uprightrow-front.gif,https://www.musclewiki.com/media/uploads/cable-male-uprightrow-side.gif,https://youtu.be/XVPAV_FG0nU,https://youtu.be/Wp9xxnBJ8cE,"1. 케이블을 기계의 바닥에 세우면 핸들 부착물을 사용하십시오.
2. 팔꿈치가 턱 바로 아래에있을 때까지 팔꿈치를 천장쪽으로 똑바로 당기고 팔꿈치가 완전히 확장 될 때까지 연장됩니다."
Traps,30 Degree Shrug,Cables, Beginner ,https://musclewiki.com/Cables/Male/Traps/30-Degree-Shrug,https://www.musclewiki.com/media/uploads/cable-male-shrug-side.gif,https://www.musclewiki.com/media/uploads/cable-male-shrug-front.gif,https://youtu.be/RsAzOO2MRto,https://youtu.be/d0WZOK63wHw,"1. 크로스 오버의 양쪽에 핸들 부착물을 사용하십시오.케이블 부착물이 바닥까지 설정되어 있습니다.
2. 두 손잡이를 모두 잡고 기계에 중앙에 있는지 확인하십시오.팔을 자유롭게 매달리게하십시오.
3. 어깨 뼈를 귀쪽으로 당기십시오.어깨 뼈가 시작 위치로 돌아 오게하십시오."
Traps,Silverback Shrug,Cables, Beginner ,https://musclewiki.com/Cables/Male/Traps/Silverback-Shrug,https://www.musclewiki.com/media/uploads/cable-male-silverbackshrug-front.gif,https://www.musclewiki.com/media/uploads/cable-male-silverbackshrug-side.gif,https://youtu.be/MO7rdfXwxQ8,https://youtu.be/HTMn1NP3GgQ,"1. 막대 부착물을 사용하십시오.케이블은 아래쪽으로 바닥까지 설정해야합니다.
2. 손에 첨부 한 상태에서 일어 서서 몇 단계 뒤로 걸어 가면 똑바로 세우고 뒤로 기대지 않도록하십시오.
3. 어깨 날을 되돌리게 한 다음 시작 위치로 돌아갑니다."
Traps,Horizontal Shrug,Band, Advanced ,https://musclewiki.com/Band/Male/Traps/Horizontal-Shrug,https://www.musclewiki.com/media/uploads/band-male-horizontalshrug-side.gif,https://www.musclewiki.com/media/uploads/band-male-horizontalshrug-front.gif,https://youtu.be/sorhurNQHKY,https://youtu.be/mshW1_DPPig,"1. 어깨 높이에서 밴드를 고정시킵니다.밴드가 팽팽해질 때까지 몇 걸음 떨어져 있습니다.
2. 학교에서 어깨 날을 똑바로 되돌리십시오.그런 다음 시작 위치로 돌출됩니다."
Traps,Single Arm Overhead Press,Band, Intermediate ,https://musclewiki.com/Band/Male/Traps/Single-Arm-Overhead-Press,https://www.musclewiki.com/media/uploads/band-male-saohp-side.gif,https://www.musclewiki.com/media/uploads/band-male-saohp-front.gif,https://youtu.be/DwKYMoPXdVs,https://youtu.be/9tR_KiX5h9E,"1. 발 아래 밴드를 반복하십시오.침대의 다른 쪽 끝은 엄지 손가락과 포인터 손가락 사이에 손에 달려 있어야합니다.
2. 밴드를 천장쪽으로 똑바로 누릅니다.팔꿈치가 완전히 확장 될 때까지."
Traps,Shrug,Band, Beginner ,https://musclewiki.com/Band/Male/Traps/Shrug,https://www.musclewiki.com/media/uploads/band-male-shrug-side.gif,https://www.musclewiki.com/media/uploads/band-male-shrug-front.gif,https://youtu.be/tlU_KK5tQu8,https://youtu.be/vsP1psAf7wc,"1. 밴드를 발 아래에 놓습니다.똑바로 세우십시오.
2. 어깨 뼈를 높이고 시작 위치로 돌아갑니다."
Traps,Barbell Upright Row,Barbell, Advanced ,https://musclewiki.com/Barbell/Male/Traps/Barbell-Upright-Row,https://www.musclewiki.com/media/uploads/male-barbell-upright-row-side_NBzD3il.gif,https://www.musclewiki.com/media/uploads/male-barbell-upright-row-front_3ROsKgm.gif,https://youtu.be/bJI6N2SdgoE,https://youtu.be/Dt8mk0StgrM,"1. 대략 어깨 너비 그립을 두 배로 옮깁니다.
2. 팔꿈치를 천장 위로 똑바로 당깁니다.막대를 턱 수준 또는 약간 더 높게 만드는 것을 목표로합니다."
Traps,Dumbbell Shrug,Dumbbells, Beginner ,https://musclewiki.com/Dumbbells/Male/Traps/Dumbbell-Shrug,https://www.musclewiki.com/media/uploads/male-dumbbell-shrug-side.gif,https://www.musclewiki.com/media/uploads/male-dumbbell-shrug-front.gif,https://youtu.be/GLF_bHUcWxs,https://youtu.be/uaCgj4Wpa2Y,1. 두 개의 아령으로 키가 크게 서십시오.어깨 뼈를 당기십시오.상단에서 1 초를 짜내십시오.
Triceps,Dips (narrow elbows),Bodyweight, Advanced ,https://musclewiki.com/Bodyweight/Male/Triceps/Dips-(narrow-elbows),no data,no data,no data,no data,no data
Triceps,Seated Triceps Extensions,Dumbbells, Intermediate ,https://musclewiki.com/Dumbbells/Male/Triceps/Seated-Triceps-Extensions,https://www.musclewiki.com/media/uploads/male-dumbbell-overhead-extensions-front.gif,https://www.musclewiki.com/media/uploads/male-dumbbell-overhead-extensions-side.gif,https://youtu.be/_YIMU_LXA6I,https://youtu.be/M5PPfzTvbnY,"1. 벤치에 앉아 양손으로 아령을 잡고 있습니다.팔 길이로 아령 오버 헤드를 올려 손바닥으로 무게를 올리십시오.
2. 머리 뒤에 무게를 낮추는 동안 팔꿈치를 유지하십시오.
3. 체중을 다시 시작 위치로 올립니다."
Triceps,Cable Push Downs,Machine, Beginner ,https://musclewiki.com/Machine/Male/Triceps/Cable-Push-Downs,https://www.musclewiki.com/media/uploads/male-cable-pulldowns-front.gif,https://www.musclewiki.com/media/uploads/male-cable-pulldowns-side.gif,https://www.youtube.com/watch?v=tEOhbUBIBwE%7C,https://www.youtube.com/watch?v=HtLvG7xZRb8%7C,"1. 손바닥이 어깨 너비에서 아래로 향하게하여 풀리 바를 잡습니다.
2. 작은 전진 경사로 똑바로 서십시오.상단 팔을 몸에 가까이두고 팔리가 완전히 연장 될 때까지 풀리 바를 천천히 가져옵니다.
3. 운동의 계약 위치에있을 때 일시 중지 한 다음 풀리 바를 시작점으로 천천히 올립니다."
Triceps,Bench Dips,Bodyweight, Beginner ,https://musclewiki.com/Bodyweight/Male/Triceps/Bench-Dips,https://www.musclewiki.com/media/uploads/male-bench-tricep-dip-front.gif,https://www.musclewiki.com/media/uploads/male-bench-tricep-dip-side.gif,https://www.youtube.com/watch?v=Z2c02dbshBA%7C,https://www.youtube.com/watch?v=AsK5U_vJ5eQ%7C,"1. 손으로 벤치의 가장자리를 잡고 발과 다리를 똑바로 유지하십시오.
2. 몸을 똑바로 내립니다.
3. 시작점까지 천천히 뒤로 누르십시오.
4. 팁 : 발을 바닥에서 내리고 체중을 더함으로써 더 어려워집니다."
Triceps,Laying Triceps Extensions,Barbell, Intermediate ,https://musclewiki.com/Barbell/Male/Triceps/Laying-Triceps-Extensions,https://www.musclewiki.com/media/uploads/male-barbell-laying-tricep-extensions-side.gif,https://www.musclewiki.com/media/uploads/male-barbell-laying-tricep-extensions-front.gif,https://youtu.be/V-KP5hqD464,https://youtu.be/hacqeEQXsoo,"1. 어깨 너비 그립이있는 바벨을 들고 평평한 벤치에 놓으십시오.
2. 바벨이 가슴 바로 위에 올 때까지 팔꿈치를 완전히 확장하십시오.
3. 팔꿈치를 구부리기 시작하고 바벨이 이마를 거의 만지도록하십시오.
4. 팔꿈치를 시작 위치로 다시 뻗어 반복하십시오."
Triceps,Kettlebell Skull Crusher,Kettlebells, Advanced ,https://musclewiki.com/Kettlebells/Male/Triceps/Kettlebell-Skull-Crusher,https://www.musclewiki.com/media/uploads/kttlebell-male-skullcrusher-side.gif,https://www.musclewiki.com/media/uploads/kettlebell-male-skullcrusher-front.gif,https://youtu.be/qPRfNvuBy5c,https://youtu.be/B3xhPdah-54,"1. 공중에서 무릎을 꿇고 발바닥이 바닥에 평평하게 등을 대고 눕습니다.
2. 케틀벨을 가슴 바로 위로 양손으로 잡습니다.
3. 팔을 제자리에두고 팔꿈치를 구부려 천천히 케틀벨을 이마 앞쪽으로 가져옵니다.
4. 시작 위치로 돌아가서 반복하십시오."
Triceps,Standing Tricep Extension,Kettlebells, Beginner ,https://musclewiki.com/Kettlebells/Male/Triceps/Standing-Tricep-Extension,https://www.musclewiki.com/media/uploads/kettlebell-male-tricep-extension-side.gif,https://www.musclewiki.com/media/uploads/kettlebell-male-tricepextension-front.gif,https://youtu.be/XXaykpQPbKg,https://youtu.be/FDIB9zJjcjE,"1. 다리가 어깨 너비를 구분하여 서십시오.
2. Kettlebell을 머리 뒤로 양손으로 잡습니다.
3. Kettlebell을 머리 위로 가져 오는 팔을 곧게 펴십시오.
4. 시작 위치로 돌아가서 반복하십시오."
Triceps,Decline Skull Crusher,Kettlebells, Advanced ,https://musclewiki.com/Kettlebells/Male/Triceps/Decline-Skull-Crusher,https://www.musclewiki.com/media/uploads/kettlebell-male-declineskullcrusher-side_nesXT5l.gif,https://www.musclewiki.com/media/uploads/kettlebell-male-declineskullcrusher-front_Sno1Hoc.gif,https://youtu.be/klJfTRXw__U,https://youtu.be/wm5OeiTG2lk,"1. 윗부분과 발바닥이 바닥에 눕고, 무릎이 구부러지고 골반이 공기에 매달려 있습니다.
2. 케틀벨을 가슴 바로 위로 양손으로 잡습니다.
3. 팔을 제자리에두고 팔꿈치를 구부려 케틀벨을 머리 위의 바닥으로 가져옵니다.
4. 케틀벨을 시작 위치로 되돌리고 반복합니다."
Triceps,Tate Press,Kettlebells, Intermediate ,https://musclewiki.com/Kettlebells/Male/Triceps/Tate-Press,https://www.musclewiki.com/media/uploads/kettlebell-male-tatepress-side.gif,https://www.musclewiki.com/media/uploads/kettlebell-male-tatepress-front.gif,https://youtu.be/T3AAwKrp8Uc,https://youtu.be/ADSscOmWwmY,"1. 등에 평평하게 눕습니다.팔을 똑바로 유지하고 손바닥을 몸에서 멀어지게하여 가슴 위의 케틀벨을 잡고 있습니다.
2. 팔을 구부리면서 케틀벨을 어깨의 꼭대기에 닿아 팔이 작동하는 팔과 반대됩니다.
3. 시작 위치로 돌아가서 반복하십시오."
Triceps,Triceps Stretch Variation Three,Stretches, Beginner ,https://musclewiki.com/Stretches/Male/Triceps/Triceps-Stretch-Variation-Three,https://www.musclewiki.com/media/uploads/male-strech-10-front.gif,https://www.musclewiki.com/media/uploads/male-strech-10-side.gif,https://youtu.be/50698xNT9uM,https://youtu.be/W9WnbziUDhc,"1. 손이 어깨에 닿도록 왼쪽 팔을 구부리고 반대편 손으로 팔꿈치를 잡습니다.
2. 팔꿈치를 부드럽게 밀어 머리로 올라갑니다.
3. 스트레치를 몇 초 동안 잡고 다른 팔로 반복하십시오."
Triceps,Triceps Stretch Variation Two,Stretches, Beginner ,https://musclewiki.com/Stretches/Male/Triceps/Triceps-Stretch-Variation-Two,https://www.musclewiki.com/media/uploads/male-strech-12-front.gif,https://www.musclewiki.com/media/uploads/male-strech-12-side.gif,https://youtu.be/GM7rO1GgGr0,https://youtu.be/8QycC5Uui3I,"1. 밴드가 척추와 일치하도록 밴드를 잡으십시오.오른손과 왼쪽으로 맨 위를 잡으십시오.
2. 상단을 스틸로 유지하고 밴드를 아래로 당기십시오.
3. 스트레치를 몇 초 동안 잡고 다른 팔로 반복하십시오."
Triceps,Triceps Stretch Variation One,Stretches, Beginner ,https://musclewiki.com/Stretches/Male/Triceps/Triceps-Stretch-Variation-One,https://www.musclewiki.com/media/uploads/male-strech-9-front_BDXFiGR.gif,https://www.musclewiki.com/media/uploads/male-strech-9-side_GjerjGd.gif,https://youtu.be/UFCLH__899A,https://youtu.be/TnUaUKlD330,"1. 반대 손을 사용하여 팔꿈치에 압력을 부드럽게 바릅니다.
2. 스트레치를 몇 초 동안 잡고 다른 팔로 반복하십시오.
3. 머리 위로 왼쪽 팔을 들어 올리고 팔꿈치를 구부려 손이 등의 꼭대기에 놓여 있습니다."
Triceps,Push Up,Bodyweight, Beginner ,https://musclewiki.com/Bodyweight/Male/Chest/Push-Up,https://www.musclewiki.com/media/uploads/bodyweight-male-pushup-side_eeaJGyM.gif,https://www.musclewiki.com/media/uploads/bodyweight-male-pushup-front_jOCMyoK.gif,https://youtu.be/FA5KifI5IyU,https://youtu.be/5SEZPKLXJUk,"1. 손을 어깨 바로 아래 바닥에 단단히 놓으십시오.
2. 몸 전체가 똑바로 몸을 낮추도록 등을 평평하게하십시오.
3. 어깨 뼈를 뒤로 그리고 아래쪽으로 뽑아 팔꿈치를 몸에 가까이 두십시오.
4. 시작 위치로 돌아갈 때 숨을 내쉬십시오."
